Deal_title,Lead_name,Industry,Deal_value,Weighted_amount,Date_of_creation,Pitch,Contact_no,Lead_revenue,Fund_category,Geography,Location,POC_name,Designation,Lead_POC_email,Hiring_candidate_role,Lead_source,Level_of_meeting,Last_lead_update,Internal_POC,Resource,Internal_rating,Success_probability
TitleSHV6C,"Robinson, Barnes and Mitchell PLC",Other,164370$,1051968.0$,2021-01-23,Product_1,+1-603-608-5382x915,100 - 500 Million,Category 3,USA,"Yuba City, CA",Alyssa Rodriguez,CEO,alyssarodriguez@robinson.com,"Geologist, engineering",Contact Email,Level 2,Following up but lead not responding,"Davis,Sharrice A",No,5,68.4
TitleSDJR3,"Rodriguez, Williams and Murphy PLC",Biotech/Healthcare,156044$,1068901.4$,2021-01-08,Product_1,(577)001-0318x52394,500 Million - 1 Billion,Category 1,India,Hospet,laxmi,Chairman/Chief Innovation Officer,dannybrown@rodriguez.com,Bookseller,Contact Email,Level 3,No track,"Morsy,Omar A",Deliverable,3,66.4
TitlePWHRQ,Russo-Alvarado Ltd,Constr - Supplies,388252$,2581875.8$,2020-11-07,Product_1,808-407-9589x02078,100 - 500 Million,Category 2,USA,"Appleton, WI",Michael Watson,CEO,michaelwatson@russoalvarado.com,Intelligence analyst,Marketing Event,Level 3,more than a month,"Jones,Michael L",We have all the requirements,4,73.8
TitleZAVMZ,"Snyder, Jensen and Brown and Sons",Telecom Services/Telephone Companies,95450$,625197.5$,2020-02-03,Product_2,001-148-827-9444x17921,100 - 500 Million,Category 4,,"El Paso, TX",Dalton Humphrey,CEO/Chairman/President,daltonhumphrey@snyder.com,Theme park manager,Website,Level 1,More than 2 weeks,"Green,Ann E",Cannot deliver,3,67.7
Title9WAIP,Price Ltd and Sons,Investment Bank/Brokerage,376814$,2505813.1$,2020-10-15,Product_2,+1-150-790-3351,100 - 500 Million,Category 2,,"Worcester, MA-CT",Michael Coleman,Executive Vice President,michaelcoleman@price.com,Chartered certified accountant,Marketing Event,Level 3,2 days back,"Robinson,John C",Yes,3,107.34
TitleLD01V,Walsh-Johnson Inc,Automotive/Transportation,172921$,1063464.15$,2019-03-13,Product_1,0098774286,50 - 100 Million,Category 2,USA,"New Orleans-Metairie, LA",Kimberly Ross,CEO/President,kimberlyross@walshjohnson.com,Veterinary surgeon,Marketing Event,Level 1,5 days back,"Green,Ann E",Deliverable,5,71.0
Title7SM0P,"Cannon, Blackwell and Mcmillan Ltd",Investment Bank/Brokerage,132106$,766214.8$,2020-03-14,Product_1,270.754.7370x73504,100 - 500 Million,Category 3,India,Saugor,shabnam,CEO/Co-Founder/Chairman,jackgomez@cannon.com,Aeronautical engineer,Others,Level 2,Up-to-date,"Smith,Keenan H",No,3,60.599999999999994
Title5WV5H,Harris-Lambert Inc,Semiconductors,434533$,2607198.0$,2019-01-10,Product_2,113.299.4549,100 - 500 Million,Category 3,USA,"Gainesville, FL",Grace Gates,Vice President / GM (04-present) : VP Sales and Marketing (01-04),gracegates@harrislambert.com,"Nurse, adult",Marketing Event,Level 1,No track,"Knox,Antonio D",Deliverable,2,64.7
TitleSS9CG,Frazier and Sons Group,Service Providers,176398$,1155406.9$,2020-08-24,Product_2,+1-990-477-3964x162,100 - 500 Million,Category 4,India,Rampura,shaloo @ chinto,CEO/Chairman/President,cynthiaanderson@frazier.com,Consulting civil engineer,Contact Email,Level 3,Following up but lead not responding,"Hebron,Artenia D",We have all the requirements,1,58.3
Title5M8E7,Chang-Kaiser Ltd,Software,84544$,574899.2$,2019-07-24,Product_2,957-206-6578x399,50 - 100 Million,Category 1,India,Tiruvannamalai,shajiya,Vice President / GM (04-present) : VP Sales and Marketing (01-04),samuelperez@changkaiser.com,Chiropodist,Contact Email,Level 3,Up-to-date,"Vickers Jr.,Henry J",Cannot deliver,5,66.6
TitleEIWWX,Lopez-Cook Ltd,Biotech/Healthcare,465792$,3097516.8$,2020-12-17,Product_1,(672)731-6474x86776,500 Million - 1 Billion,Category 1,USA,"Lakeland-Winter Haven, FL",Gina Medina,CEO/President,ginamedina@lopezcook.com,"Merchandiser, retail",Website,Level 1,More than 2 weeks,"Cashin,Marc C",Deliverable,3,72.6
TitleM30WI,Kirk-Evans Inc,Wireless Hardware,461963$,2887268.75$,2020-02-13,Product_1,(578)292-7368,500 Million - 1 Billion,Category 3,USA,"Las Cruces, NM",Marcus Stanley,Chairman/Chief Innovation Officer,marcusstanley@kirkevans.com,Building control surveyor,Others,Level 3,?,"Georgakopoulos,Vasilios T",,2,68.5
TitleI7KY7,Figueroa-Spencer Inc,Insurance,331101$,1804500.45$,2020-09-27,Product_2,813.787.4707x89531,50 - 100 Million,Category 3,USA,"Bremerton-Silverdale, WA",Courtney Dean,Vice President / GM (04-present) : VP Sales and Marketing (01-04),courtneydean@figueroaspencer.com,Aeronautical engineer,Others,Level 1,,"Salyers,Daniel L",Cannot deliver,2,62.2
TitleM6BSA,Morrison-Owens LLC,"Oil, Gas, Coal",257765$,1804355.0$,2020-03-18,Product_2,733-612-3072,500 Million - 1 Billion,Category 1,India,Nandyal,suman,Vice President / GM (04-present) : VP Sales and Marketing (01-04),hollytaylor@morrisonowens.com,"Education officer, environmental",Website,Level 3,2 days back,"Vickers Jr.,Henry J",Cannot deliver,4,70.0
TitleJU11L,Nelson Ltd PLC,Chemical Manufacturing,72256$,487728.0$,2020-07-28,Product_1,+1-768-316-1489x0517,500 Million - 1 Billion,Category 1,India,Krishnapuram,sheela,Chairman/Chief Innovation Officer,ashleyjackson@nelson.com,Audiological scientist,Marketing Event,Level 3,5 days back,"Carter Sr,Clifton E",Not enough,2,64.5
TitleFK74S,"Nguyen, Woods and Mcdonald Inc",Software,26769$,143214.15$,2019-07-31,Product_2,(175)942-7095,50 - 100 Million,Category 2,,Haldia,afsana,Vice President / GM (04-present) : VP Sales and Marketing (01-04),josephpeters@nguyen.com,"Editor, film/video",Contact Email,Level 2,More than 2 weeks,"Jones,Michael L",No,2,54.099999999999994
TitleEVW3F,"Martin, Rush and Hansen and Sons",Non-Profit,386886$,2611480.5$,2019-12-23,Product_2,247-520-4301,50 - 100 Million,Category 3,USA,"Hartford-West Hartford-East Hartford, CT",Vanessa Turner MD,Vice President / GM (04-present) : VP Sales and Marketing (01-04),vanessaturner@martin.com,Data processing manager,Website,Level 3,,"Dimattia,Frank D",Cannot deliver,5,107.34
TitleZ8MTR,Herrera-Bush Inc,Financial Services,81530$,517715.5$,2020-02-14,Product_2,707.176.5032x692,500 Million - 1 Billion,Category 2,,Lucknow,seema,CEO/Chairman/President,ashleethomas@herrerabush.com,"Doctor, hospital",Contact Email,Level 3,Did not hear back after Level 1,"Hanyok,John J",We have all the requirements,4,64.9
TitleCBFG0,Smith-Romero and Sons,Banks,402119$,2312184.25$,2020-08-17,Product_2,(842)289-4980,500 Million - 1 Billion,Category 2,India,Bhopal ,tina,CEO/Chairman/President,jeffreythomas@smithromero.com,Hydrogeologist,Website,Level 1,No track,"Georgakopoulos,Vasilios T",Not enough,1,60.900000000000006
TitleLQTXC,Gutierrez LLC LLC,Plumbing/HVAC,486591$,2773568.7$,2020-06-01,Product_2,3206768595,100 - 500 Million,Category 2,India,Haora,neha,Chairman/CEO/President,keithhicks@gutierrez.com,Solicitor,Contact Email,Level 1,Did not hear back after Level 1,"Robinson,John C",Yes,3,59.099999999999994
TitleBL7XR,Harris-Underwood and Sons,Insurance,185398$,1186547.2$,2020-11-16,Product_2,895.826.4218x7433,500 Million - 1 Billion,Category 2,USA,"Dalton, GA",Jason Shannon,Chairman/CEO/President,jasonshannon@harrisunderwood.com,Meteorologist,Contact Email,Level 2,5 days back,"Cashin,Marc C",We have all the requirements,5,71.3
TitleIJHNQ,"Henson, Garrett and Wood LLC",REIT,68740$,419314.0$,2021-02-14,Product_2,001-996-554-8524x495,100 - 500 Million,Category 1,USA,"Phoenix-Mesa-Scottsdale, AZ",Susan Robertson,Vice President / GM (04-present) : VP Sales and Marketing (01-04),susanrobertson@henson.com,"Optician, dispensing",Others,Level 2,5 days back,"Young,Valerie K",Deliverable,2,65.4
TitleDQOIK,"Flores, Carter and Hancock PLC",Restaurants,195624$,1251993.6$,2019-05-24,Product_2,+1-679-327-2737,50 - 100 Million,Category 1,USA,"Mansfield, OH",Brittany Schultz,Vice President / GM (04-present) : VP Sales and Marketing (01-04),brittanyschultz@flores.com,Clinical cytogeneticist,Others,Level 3,No track,"Mabrey,Kevin C",Yes,2,69.6
Title0LRKK,"Mendoza, Evans and Williams Inc",Financial Services,225708$,1478387.4$,2020-09-15,Product_2,(735)518-0655x475,100 - 500 Million,Category 4,India,Shillong ,sushma,CEO/Co-Founder/Chairman,christopherstuart@mendoza.com,Physiotherapist,Others,Level 3,?,"Salyers,Daniel L",We have all the requirements,3,62.8
TitleYTKHY,"Rodriguez, Hudson and Mcdaniel Ltd",Database,200188$,1221146.8$,2020-05-25,Product_1,939.710.0057x03503,500 Million - 1 Billion,Category 4,India,Gwalior,garima,CEO,jenniferterry@rodriguez.com,Operations geologist,Contact Email,Level 1,Did not hear back after Level 1,"Booker,David L",We have all the requirements,2,55.3
TitleF8F67,Johnson-Massey LLC,REIT,317023$,2171607.55$,2019-09-25,Product_1,001-289-606-9185,500 Million - 1 Billion,Category 1,India,Patna,priyanka,Chief Executive Officer,luiscline@johnsonmassey.com,Therapeutic radiographer,Contact Email,Level 3,,"Carter Sr,Clifton E",Deliverable,3,66.4
TitleFGJ53,Sandoval Inc and Sons,Financial Services,490654$,3091120.2$,2020-03-16,Product_1,001-803-049-2100,500 Million - 1 Billion,Category 3,USA,"Jacksonville, NC",Mr. Christopher Myers,Executive Vice President,mr.christopher@sandoval.com,Dancer,Contact Email,Level 2,Up-to-date,"Vickers Jr.,Henry J",Deliverable,4,67.7
Title99R30,Mcconnell-Jackson LLC,Insurance,217730$,1382585.5$,2020-12-08,Product_2,7634707771,100 - 500 Million,Category 3,USA,"Duluth, MN-WI",Earl Hansen,CEO,earlhansen@mcconnelljackson.com,Public affairs consultant,Website,Level 1,?,"Mabrey,Kevin C",Deliverable,5,70.3
TitleFTG4C,Mullins-Johnston Inc,Biotech/Healthcare,180375$,1172437.5$,2020-12-22,Product_1,(425)141-1097x30722,500 Million - 1 Billion,Category 2,India,Thanjavur,veermati,Chief Executive Officer,kimberlychan@mullinsjohnston.com,"Conservation officer, nature",Website,Level 3,Pending,"Moran,Natalie A",Cannot deliver,3,68.5
Title4IX9R,"Carlson, Mcdonald and Liu PLC",Other Biz Services,407898$,2549362.5$,2019-03-14,Product_1,046-252-6256x7583,500 Million - 1 Billion,Category 4,India,Ajmer,neetu,CEO/Chairman/President,marcusbaker@carlson.com,Social researcher,Website,Level 1,Following up but lead not responding,"Mabrey,Kevin C",We have all the requirements,2,107.34
TitleFF3TA,"Gilbert, Russell and Hale and Sons",Medical Equipment,,1482643.25$,2019-06-22,Product_2,183.457.6824x536,100 - 500 Million,Category 2,India,Puri,anita,SVP/General Counsel ,shannonjames@gilbert.com,Fast food restaurant manager,Others,Level 3,More than a week back,"McKenstry,Loretta A",No,4,64.8
TitleWCY20,Pierce Ltd LLC,Insurance,68419$,431039.7$,2020-07-28,Product_2,222-931-3483,500 Million - 1 Billion,Category 3,India,Hisar,laxmi,CEO/President,stephaniestevens@pierce.com,Firefighter,Website,Level 3,Pending,"Brown,Maxine A",Not enough,2,61.8
TitleNLK09,Powers-Martin Inc,Restaurants,300870$,1820263.5$,2019-05-07,Product_2,(207)883-7752,50 - 100 Million,Category 1,India,Bhilai,smt. ganga devi,Chairman/Chief Innovation Officer,gabrielstewart@powersmartin.com,Charity officer,Contact Email,Level 1,2 days back,"Pappas,Mark S",Yes,3,60.099999999999994
Title8W4PZ,"Hernandez, White and Kim PLC",Services,129155$,852423.0$,2020-04-11,Product_1,(539)267-3697x5560,100 - 500 Million,Category 4,USA,"Ogden-Clearfield, UT",Elizabeth Blackwell,Chairman/CEO/President,elizabethblackwell@hernandez.com,"Pharmacist, community",Contact Email,Level 2,More than a week back,"Davis,Brian R",We have all the requirements,3,65.8
TitleH2KVU,Rojas-Gonzalez LLC,Peripherals/Comp.,40125$,250781.25$,2020-05-14,Product_1,6313682997,500 Million - 1 Billion,Category 4,USA,"Auburn-Opelika, AL",Paul Robinson,Chairman/Chief Innovation Officer,paulrobinson@rojasgonzalez.com,"Copywriter, advertising",Website,Level 1,More than 2 weeks,"Jones,Eyvette W",Not enough,2,62.900000000000006
TitleYOCOV,Hudson-Gibson and Sons,Office Equipment,462983$,2870494.6$,2020-02-17,Product_1,001-845-062-3265x798,500 Million - 1 Billion,Category 2,USA,"Sumter, SC",Heather Moore,CEO,heathermoore@hudsongibson.com,Aid worker,Marketing Event,Level 2,Did not hear back after Level 1,"Young,Valerie K",Cannot deliver,2,69.3
TitleRUYCB,"Baird, Bell and Moreno Ltd",Property/Casualty,65921$,372453.65$,2020-04-18,Product_1,001-985-647-2469x924,50 - 100 Million,Category 2,USA,"Houma-Thibodaux, LA",Alex Murray,Chairman/CEO/President,alexmurray@baird.com,"Restaurant manager, fast food",Contact Email,Level 2,Up-to-date,"Rocks,Michael J",Cannot deliver,1,62.099999999999994
TitleJH4MI,Harrington Inc Ltd,Enterprise,59533$,345291.4$,2019-11-22,Product_2,476.980.6387x8620,500 Million - 1 Billion,Category 3,USA,"Bellingham, WA",Patricia Hamilton,Chairman/CEO/President,patriciahamilton@harrington.com,Holiday representative,Others,Level 2,?,"Dunaway,Antoine",Not enough,2,63.8
TitleCTUGF,Gonzalez-Rasmussen PLC,Banks,323463$,,2020-03-23,Product_1,5475735310,100 - 500 Million,Category 1,,Bhagalpur,reena,Chief Executive Officer,dianamclaughlin@gonzalezrasmussen.com,Field trials officer,Others,Level 2,Pending,"Green,Candy",Not enough,2,60.400000000000006
TitleKST3J,Gardner Group Ltd,Banks,190186$,1226699.7$,2019-11-14,Product_2,+1-603-265-2835x792,500 Million - 1 Billion,Category 3,USA,"Birmingham-Hoover, AL",William Allen,Vice President / GM (04-present) : VP Sales and Marketing (01-04),williamallen@gardner.com,Restaurant manager,Others,Level 3,More than a week back,"Vickers Jr.,Henry J",Yes,4,71.7
Title3YZ3E,"Hamilton, Schneider and Nguyen and Sons",ISPs,20001$,117005.85$,2021-01-16,Product_1,128-191-5354x8209,50 - 100 Million,Category 4,India,Samlaipadar,sajiya safi,Chairman/Chief Innovation Officer,thomasmartin@hamilton.com,Ship broker,Contact Email,Level 2,5 days back,"Smith,Keenan H",Yes,1,8.0
Title2JCYG,Cooper Ltd PLC,Hospitals/Clinics,208019$,1383326.35$,2019-08-15,Product_2,413-294-7719,100 - 500 Million,Category 2,India,Valparai,mamta  d/o,CEO/Co-Founder/Chairman,davidlittle@cooper.com,Systems analyst,Marketing Event,Level 3,Did not hear back after Level 1,"Bannister,Joan",No,5,68.9
TitleJS85J,Pacheco-Jefferson Group,Servers/Storage,444217$,2865199.65$,2019-08-04,Product_2,195-662-6827x68155,500 Million - 1 Billion,Category 3,India,Belgaum,pinki,Chief Executive Officer,richardmaynard@pachecojefferson.com,Audiological scientist,Contact Email,Level 3,2 days back,"Georgakopoulos,Vasilios T",Deliverable,4,8.0
Title3CNEC,Burns-English PLC,Food Processing,122965$,811569.0$,2019-06-28,Product_2,557.173.3364x04789,50 - 100 Million,Category 4,USA,"Lincoln, NE",Jill Lyons,Chairman/CEO/President,jilllyons@burnsenglish.com,Corporate treasurer,Others,Level 3,?,"Ryker,David",Yes,3,69.3
TitleMXBYV,"Mcgee, Rivers and Cook Group",Machine Tools,453544$,3152130.8$,2019-10-02,Product_1,(509)819-3134,50 - 100 Million,Category 1,USA,"Roanoke, VA",Alejandra Molina,CEO/President,alejandramolina@mcgee.com,Orthoptist,Website,Level 3,5 days back,"Davis,Brian R",Yes,3,75.1
TitleQ1VD7,Robinson LLC Inc,Non-Profit,247530$,1621321.5$,2020-02-26,Product_1,741.981.6817,100 - 500 Million,Category 3,India,Muzaffarnagar,smt. moti devi,Chairman/CEO/President,matthewchristian@robinson.com,"Civil engineer, consulting",Contact Email,Level 3,More than 2 weeks,"Thomas,Lori E",Yes,5,64.1
Title71WTC,Shelton Inc Inc,Technology Consulting,300261$,2101827.0$,2021-01-10,Product_1,001-773-461-5248x195,500 Million - 1 Billion,Category 4,USA,"Washington-Arlington-Alexandria, DC-VA-MD-WV",Ryan Johnson,SVP/General Counsel ,ryanjohnson@shelton.com,"Producer, television/film/video",Website,Level 3,,"Cashin,Marc C",We have all the requirements,1,70.3
Title44IWH,Shaw-Ryan Inc,Hotels/Motels,281627$,1746087.4$,2019-05-12,Product_1,001-970-567-4396x17621,500 Million - 1 Billion,Category 2,USA,"Jonesboro, AR",Jamie Ellis,CEO,jamieellis@shawryan.com,Geophysical data processor,Contact Email,Level 2,Did not hear back after Level 1,"Moran,Natalie A",No,4,69.2
Title1PXX1,Leon-Jackson Inc,Aerospace/Defense,309147$,1963083.45$,2020-06-01,Product_1,3022760272,100 - 500 Million,Category 1,USA,"Kahului-Wailuku-Lahaina, HI",Hannah Diaz,CEO,hannahdiaz@leonjackson.com,Estate manager/land agent,Website,Level 1,More than 2 weeks,"Hebron,Artenia D",Deliverable,1,68.0
Title4LRYC,"Rosario, Newman and Phillips Inc",Financial Services,338184$,,2019-10-30,Product_1,(597)782-4287,500 Million - 1 Billion,Category 3,USA,"Auburn-Opelika, AL",Wesley Dean,Vice President / GM (04-present) : VP Sales and Marketing (01-04),wesleydean@rosario.com,"Teacher, English as a foreign language",Marketing Event,Level 3,No track,"Brown,Maxine A",Cannot deliver,2,70.5
Title5VOU5,"Hernandez, Austin and Green Inc",Sales/Marketing Services,264963$,1960726.2$,2020-03-10,Product_1,+1-140-401-5655x85267,500 Million - 1 Billion,Category 1,USA,"Lima, OH",Jasmine Adams,CEO/Co-Founder/Chairman,jasmineadams@hernandez.com,Psychiatrist,Website,Level 3,more than a month,"Meli,Teresa V",Deliverable,5,79.1
TitleASSXC,Morales PLC and Sons,BioTech/Drugs,365419$,2411765.4$,2020-05-10,Product_1,+1-115-493-2416x5643,100 - 500 Million,Category 2,USA,"Greeley, CO",Carolyn Miller,Chairman/Chief Innovation Officer,carolynmiller@morales.com,Careers adviser,Website,Level 3,Did not hear back after Level 1,"Meli,Teresa V",Cannot deliver,4,74.1
Title3BWMK,Johnston-Marquez Ltd,Metals/Mining,462304$,2450211.2$,2020-12-22,Product_2,803.559.7951x02592,100 - 500 Million,Category 2,India,Indore,satvida,Chairman/Chief Innovation Officer,amandajones@johnstonmarquez.com,Furniture designer,Others,Level 1,Following up but lead not responding,"Gould,Lisa D",Cannot deliver,2,57.2
TitleXIHZW,Erickson PLC Group,REIT,22249$,125706.85$,2020-01-09,Product_2,474-361-3423,50 - 100 Million,Category 3,USA,"Waco, TX",Elizabeth Mendoza DDS,CEO/Chairman/President,elizabethmendoza@erickson.com,Hotel manager,Others,Level 2,More than a week back,"Sutton,Michelle R",Cannot deliver,3,64.1
TitleEJC1E,Hart LLC Ltd,Apparel Retail,442046$,2608071.4$,2020-01-03,Product_1,+1-232-338-9797x2454,50 - 100 Million,Category 2,,Kavaratti,soni,Chairman/Chief Innovation Officer,ryanbeasley@hart.com,Office manager,Website,Level 2,?,"Robinson,John C",No,3,8.0
TitleSJVW6,Johnson-Brooks Group,Food Processing,179205$,1084190.25$,2020-07-23,Product_1,001-489-104-0291,50 - 100 Million,Category 4,USA,"Portland-Vancouver-Hillsboro, OR-WA",Jonathan Mendoza,CEO/Co-Founder/Chairman,jonathanmendoza@johnsonbrooks.com,Film/video editor,Contact Email,Level 1,,"Maine,John P",We have all the requirements,1,60.400000000000006
TitleYRH7N,"Weber, Green and Lewis and Sons",Banks,126708$,785589.6$,2021-01-04,Product_2,(684)892-8327x79809,500 Million - 1 Billion,Category 2,USA,"Bloomington, IL",Joy Flowers,CEO/Co-Founder/Chairman,joyflowers@weber.com,Medical secretary,Marketing Event,Level 2,More than a week back,"Dunaway,Antoine",Deliverable,2,69.3
TitleKJ8YK,Rodriguez-Butler Group,Banks,237382$,,2019-03-22,Product_2,(848)677-8765,100 - 500 Million,Category 3,India,Nasik,asha,SVP/General Counsel ,alexlewis@rodriguezbutler.com,Fitness centre manager,Marketing Event,Level 3,More than a week back,"Green,Ann E",Yes,3,65.3
TitleKX0XN,Adams Ltd Group,Banks,415149$,2573923.8$,2020-10-13,Product_2,3129096100,100 - 500 Million,Category 3,USA,"Albany, OR",Danielle Anderson,Chairman/Chief Innovation Officer,danielleanderson@adams.com,"Therapist, occupational",Marketing Event,Level 2,5 days back,"Green,Ann E",Deliverable,1,66.4
TitleFZ9UL,Russo PLC Inc,Constr/Agric Machinery,267799$,1861203.05$,2020-06-12,Product_1,+1-157-164-9531x4724,100 - 500 Million,Category 1,USA,"Provo-Orem, UT",Julie Hall,SVP/General Counsel ,juliehall@russo.com,Radiation protection practitioner,Others,Level 3,,"Turner,Marlon D",Not enough,5,75.4
